,episode,round,state,action,reward,done,model,environment
377,90,2,13500,6.0,0.0,False,Q_learning,TriquiEnv
378,90,3,14247,7.0,0.0,False,Q_learning,TriquiEnv
379,90,4,14247,,-1000.0,True,Q_learning,TriquiEnv
380,91,0,0,1.0,,,Q_learning,TriquiEnv
381,91,1,13365,4.0,0.0,False,Q_learning,TriquiEnv
382,91,2,13500,5.0,0.0,False,Q_learning,TriquiEnv
383,91,3,17877,2.0,0.0,False,Q_learning,TriquiEnv
384,91,4,19344,,-1.0,True,Q_learning,TriquiEnv
385,92,0,0,0.0,,,Q_learning,TriquiEnv
386,92,1,6723,5.0,0.0,False,Q_learning,TriquiEnv
387,92,2,7212,3.0,0.0,False,Q_learning,TriquiEnv
388,92,3,10857,7.0,0.0,False,Q_learning,TriquiEnv
389,92,4,10902,,-1.0,True,Q_learning,TriquiEnv
390,93,0,0,0.0,,,Q_learning,TriquiEnv
391,93,1,6723,5.0,0.0,False,Q_learning,TriquiEnv
392,93,2,7212,5.0,0.0,False,Q_learning,TriquiEnv
393,93,3,7212,,-1000.0,True,Q_learning,TriquiEnv
394,94,0,0,3.0,,,Q_learning,TriquiEnv
395,94,1,15309,2.0,0.0,False,Q_learning,TriquiEnv
396,94,2,15480,2.0,0.0,False,Q_learning,TriquiEnv
397,94,3,15480,,-1000.0,True,Q_learning,TriquiEnv
398,95,0,0,5.0,,,Q_learning,TriquiEnv
399,95,1,21,0.0,0.0,False,Q_learning,TriquiEnv
400,95,2,10956,6.0,0.0,False,Q_learning,TriquiEnv
401,95,3,11847,4.0,0.0,False,Q_learning,TriquiEnv
402,95,4,11847,,-1000.0,True,Q_learning,TriquiEnv
403,96,0,0,1.0,,,Q_learning,TriquiEnv
404,96,1,13365,5.0,0.0,False,Q_learning,TriquiEnv
405,96,2,14826,7.0,0.0,False,Q_learning,TriquiEnv
406,96,3,19227,,-1.0,True,Q_learning,TriquiEnv
407,97,0,0,6.0,,,Q_learning,TriquiEnv
408,97,1,891,1.0,0.0,False,Q_learning,TriquiEnv
